idrssd,username,url,financial report,financial report link,2022 annual report included,2022 annual report link,report_candidate_url,report_candidate_score,report_diagnostic,error_reason,other_report_years,processed_flag
42420,FinanceBetter,https://www.fcbanking.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
44433,Intercreditbank,https://www.intercreditbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
44741,CitizensBankIN,https://www.citizens-banking.com/home/community/mooresville,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
45551,bank_mw,https://www.bankmw.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
46941,FarmersBank1,https://www.yournxtbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
48374,ffbank1,https://www.ffb1.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
54058,BankOfTescott,https://www.bankoftescott.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
112837,CapitalOne,https://www.capitalone.com/,YES,https://investor.capitalone.com/financial-results/annual-reports,UNKNOWN,,,,entry_from_analyze_bank,,,DONE
55653,FidelityTopeka,www.fidelitytopeka.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
56351,VeraBankNA,https://www.verabank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
57451,DairyStateBank,https://dairystatebank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
58636,CenturyBank1903,https://www.centurybank.net/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
121642,BankPlus,https://www.bankplus.net/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
59316,WayneBank1871,https://wayne.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
139656,EQUITYBANK,https://www.equitybank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
141556,StearnsBank,www.stearnsbank.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
159636,Wilson_Bank,https://www.wilsonbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
61355,cortrustbank,https://www.cortrustbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
63069,CityNational,https://www.cnb.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
64552,ChickasawBank,https://www.ccb.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
189129,CSBBank,https://www.csb1.com/,YES,https://ir.csb1.com/financials/annual-reports/default.aspx,UNKNOWN,,https://ir.csb1.com/financials/annual-reports/default.aspx,,entry_from_analyze_bank,no_pdf_found,,DONE
65559,BankPioneer,https://www.pioneerbankandtrust.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
197478,EastWestBank,https://www.eastwestbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
66154,decaturbanking,https://www.decaturcountybank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
68756,MyLNBOK,https://www.weareliberty.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
69333,YourCNB,https://www.yourcnb.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
70638,peoplesbankms,www.peoplesbank-ms.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
72678,Belmont_Savings,,NO,,,,,0,no_url,no_url,,
212577,HomeTrust_Bank,www.htb.com,YES,https://ir.htb.com/financial-information/quarterly-results,UNKNOWN,,,,entry_from_analyze_bank,,,DONE
214414,FMStBank,https://www.fm.bank/,YES,https://www.fm.bank/financial-information/annual-reports,UNKNOWN,,https://www.fm.bank/financial-information/annual-reports,,entry_from_analyze_bank,no_pdf_found,,DONE
75259,FirstOklaBank,https://www.firstoklahomabank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
77851,bankeasy_FBT,https://www.bankeasy.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
214807,DeutscheBank,https://www.db.com/,YES,https://investor-relations.db.com/reports-and-events/annual-reports,UNKNOWN,,https://investor-relations.db.com/reports-and-events/annual-reports,,entry_from_analyze_bank,no_pdf_found,,DONE
216922,LocalFirstBank,https://localfirstbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
85931,PattersonState,www.pattersonstatebank.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
243375,GreenDotBank,https://www.greendot.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
93543,SpringsValleyBT,https://www.svbt.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
97055,bank_henderson,https://www.hendersonstatebank.net/home/home,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
255574,fidelitybankLA,https://www.bankwithfidelity.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
99143,mpbank,https://www.mandp.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
99376,natlcoopbank,https://www.ncb.coop/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
100236,SunMarkBank,https://www.sunmarkbank.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
100357,LegendBank,https://www.legend.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
272272,Southernbank1,https://www.bankwithsouthern.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
101738,GSB_Mississippi,https://gsnb.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
102342,RVBiowa,https://www.raccoonvalleybank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
106359,gobankffb,https://www.ffb.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
108951,Reliabank,https://www.reliabank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
109574,Haverhill_Bank,https://www.haverhillbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
109659,TheUncommonBank,https://www.ln.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
110945,usbky,https://www.usbky.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
112163,gntybank,https://www.gnty.com/,YES,https://www.gnty.com/investors/,UNKNOWN,,https://www.gnty.com/investors/,,entry_from_analyze_bank,no_pdf_found,,DONE
278872,EagleBankCorp,https://www.eaglebankcorp.com/,YES,https://ir.eaglebankcorp.com/financials/annual-reports/default.aspx,UNKNOWN,,https://ir.eaglebankcorp.com/financials/annual-reports/default.aspx,,entry_from_analyze_bank,no_pdf_found,,DONE
294564,FirstBank_Trust,https://www.firstbanktexas.com/,YES,https://investorrelations.umb.com/financials/annual-reports/default.aspx,UNKNOWN,,,,entry_from_analyze_bank,,,DONE
113740,FSBMichigan,https://fsb.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
310978,WaterStoneBank,https://www.wsbonline.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
114840,fsbmybank,https://www.fsbmybank.com/home/home,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
317342,sybsince1904,www.syb.com,YES,https://stockyardsbancorp.q4ir.com/financial-information/annual-meeting-materials/default.aspx,UNKNOWN,,,,entry_from_analyze_bank,,,DONE
321152,LineageBank,https://www.lineagebank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
125873,ClayCoSavings,https://www.claycountysavings.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
126553,banknorthshore,https://northshore.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
128904,easternbank,https://www.easternbank.com/,YES,https://investor.easternbank.com/financials/annual-reports/default.aspx,UNKNOWN,,https://investor.easternbank.com/financials/annual-reports/default.aspx,,entry_from_analyze_bank,no_pdf_found,,DONE
129732,bylinebank,https://www.bylinebank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
130345,CSBtweets,https://csb.bank/union-grove-wi.html,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
130541,HorizonBank,www.horizonbank.com,YES,https://www.horizonbank.com/about-us/newsroom/investor-relations,UNKNOWN,,https://www.horizonbank.com/about-us/newsroom/investor-relations,,entry_from_analyze_bank,no_pdf_found,,DONE
133850,firstcnb,https://www.firstcnb.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
140157,Homestead_Bank,www.homestead.bank,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
140362,SunwestBank,www.sunwestbank.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
363657,FNBBemidji,https://www.fnbbemidji.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
142955,SpiritBank,https://www.spiritbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
143859,NebraskaBank,https://www.ne.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
144034,bankofcleveland,https://www.bankofcleveland.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
148340,USBIOWA,https://www.usbiowa.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
151957,1stStateBank,https://1st.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
153353,PB_TKS,www.peoples.bank,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
154154,BankFNBT,https://www.bankfnbt.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
157650,mnlakesbank,https://mnlb.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
157744,myHHSB,www.myhhsb.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
395238,synovus,http://www.synovus.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
159645,statebankofrsvl,www.statebankofreeseville.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
160959,ksstatebank,https://www.ksstate.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
161273,NSBankma,https://northshore-bank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
161602,CNBank,https://www.cnbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
163549,IncredibleBank,www.incrediblebank.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
163857,fmbankok,https://www.fmbankok.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
164331,LoganBankWV,https://www.lbandt.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
165628,BankAtFirst,https://www.bankatfirst.com/personal.html,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
168571,armor_bank,https://www.armor.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
169327,ProvidentStBank,https://www.providentstatebank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
171759,FMCommunityBank,https://www.fmcommunity.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
172457,CitizensEdmond,https://mycitizens.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
172475,CrestSavings,https://www.crestsavings.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
173557,stjohnsbank,https://www.stjohnsbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
173641,FNBRS_,https://www.fnbrs.com/home/home,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
174321,MyBlueRidgeBank,https://www.mybrb.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
176464,alliancebanktx,https://www.alliancebank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
177920,MiddlefieldBank,https://www.middlefieldbank.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
179700,ClintonSavings,https://www.clintonsavings.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
183770,MechanicsCoop,https://mechanics-coop.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
403179,ourfirstfed,https://www.ourfirstfed.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
186744,MyFCBank,https://www.myfcb.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
416245,Busey,https://www.busey.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
191355,FrontierBankCO,https://www.frontierbankco.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
192147,CitizensBankVB,https://www.cbankandtrust.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
192558,FirstBankKansas,https://www.firstbankkansas.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
193247,youriowabank,https://www.fidelity-bank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
419675,FirstBanked,https://www.firstbankrichmond.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
194440,CSB_Carroll,https://www.csbcarroll.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
194936,banksouth,https://banksouth.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
425911,EphrataNational,https://www.epnb.com/,YES,https://enbfinancial.q4ir.com,UNKNOWN,,https://enbfinancial.q4ir.com,,entry_from_analyze_bank,no_pdf_found,,DONE
429487,SoundCommunity,https://www.soundcb.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
463342,WisconsinBank,https://www.wisconsinbankandtrust.com/,YES,https://investorrelations.umb.com/financials/annual-reports/default.aspx,UNKNOWN,,,,entry_from_analyze_bank,,,DONE
199436,AltamahaBankGA,https://www.altamaha.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
201254,acba1service,https://www.americanafinancial.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
204004,ProvidentBank,https://www.provident.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
207050,WestGateBank,https://westgate.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
207845,fnbtsoundadvice,https://www.bankatfirstnational.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
207872,FirstUtahBank,https://firstutahbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
208244,Old_National,https://www.oldnational.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
209858,GoInBank,https://inbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
210434,NorthernTrust,www.northerntrust.com,YES,https://www.northerntrust.com/united-states/about-us/investor-relations/annual-reports,UNKNOWN,,,,entry_from_analyze_bank,,,DONE
211114,HydenBank,www.hydencitizensbank.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
212465,UnionBank,https://www.unionbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
479071,StateBankNW,https://www.statebanknorthwest.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
485559,FirstHorizonBnk,https://www.firsthorizon.com/,YES,https://ir.firsthorizon.com/annual-reports/default.aspx,UNKNOWN,,https://ir.firsthorizon.com/annual-reports/default.aspx,,entry_from_analyze_bank,no_pdf_found,,DONE
489623,ParkNationalBnk,http://www.parknationalbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
214722,chesbank,https://chesbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
491224,firstcitizens,https://www.firstcitizens.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
214843,fnb_creston,https://www.fnbc.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
501105,MandT_Bank,https://www3.mtb.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
220527,peoplesbanknc,https://www.peoplesbanknc.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
222156,fsbwyoming,https://www.fsbwyoming.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
225559,BankofBartlett,https://www.bankofbartlett.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
228279,CrossroadsBank,https://www.crossroadsbanking.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
229801,ValleyBank,https://www.valley.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
230423,FCNB,https://www.firstcitizensnational.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
233031,RegionsBank,https://www.regions.com/personal-banking,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
233554,westernbanks,https://www.westernbanks.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
234355,centralnational,https://centralnational.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
239613,FNCBBank,https://www.fncb.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
241157,visionbankok,https://www.visionbank.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
241607,GSBMaine,https://www.gorhamsavings.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
548771,MagyarBank,https://www.magbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
571920,e_fnb,https://www.e-fnb.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
245276,ORIENTAL_BANK,https://www.orientalbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
245351,frazer_bank,https://www.frazerbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
246134,fssbank,https://www.fssbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
248240,bankwithBOS,https://www.bankwithbos.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
248745,oostburgbank,https://www.oostburgbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
249612,applebankcare,https://www.applebank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
251558,fnbimk,https://www.fnbimk.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
253468,RiverCityBank,https://rivercitybank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
254849,ficonnected,https://www.firstindependence.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
576608,MVSBank,https://www.mvsb.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
255659,bankofcolorado,https://www.bankofcolorado.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
257233,FirstBankofAl,https://www.fbal.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
257756,fmsbank1,https://fmsbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
258306,TheMilfordBank,https://www.milfordbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
258771,HomeStreetBank,WWW.HOMESTREET.COM,YES,https://ir.mechanicsbank.com/financials/quarterly-results/default.aspx,UNKNOWN,,https://WWW.HOMESTREET.COM/about-us,,entry_from_analyze_bank,no_pdf_found,,DONE
259059,FMbankFC,https://www.fmbankfc.bank/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
601050,CommerceBank,https://www.commercebank.com/,YES,https://www.commercebank.com/about-us/annual-report,UNKNOWN,,https://www.commercebank.com/,,entry_from_analyze_bank,no_pdf_found,,DONE
262237,portcitybank,https://www.firstportcity.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
265407,BankNH,https://www.banknh.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
265676,CentralBankTn,https://www.centralbanktn.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
269058,LakeCentralBank,https://lakecentral.bank,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
270504,ComNatBankVT,https://www.communitynationalbank.com/personal,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
271275,DeanBankMA,https://www.deanbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
613679,SavingsFirst,https://www.firstfedsavings.bank/,YES,https://www.firstfedsavings.bank/investor-relations/,UNKNOWN,,https://www.firstfedsavings.bank/investor-relations/,,entry_from_analyze_bank,no_pdf_found,,DONE
272302,Instit4Savings,www.institutionforsavings.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
274829,TruPointBank,https://www.trupointbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
277277,SSBPgh,https://www.ssbpgh.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
633378,KearnyBank,https://www.kearnybank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
279105,florence_bank,https://www.florencebank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
280110,keybank,www.key.com,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
283867,WallisBank,https://www.wallisbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
285348,TSBGbank,https://www.thestatebankgroup.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
285740,PaducahBank,https://www.paducahbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
285852,FirstOptionBank,https://www.firstoptionbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,homepage_error,,DONE
288853,efirstbank,https://www.efirstbank.com/,NO,,UNKNOWN,,,,entry_from_analyze_bank,no_financial_page,,DONE
289515,FMTrust,https://fmtrust.bank/,YES,https://www.franklinfin.com/documents-filings/documents/default.aspx,UNKNOWN,,,,entry_from_analyze_bank,,,DONE
